obs_date,port_id,commodity,tonnage,vessel_count,ingested_at
2020-12-31,port276,iron_ore,513942,1,2026-05-18T11:13:37Z
2020-12-31,port955,iron_ore,1815393,2,2026-05-18T11:13:37Z
2020-12-31,port981,iron_ore,531625,1,2026-05-18T11:13:37Z
2021-01-01,port276,iron_ore,351086,1,2026-05-18T11:13:37Z
2021-01-01,port955,iron_ore,1516076,2,2026-05-18T11:13:37Z
2021-01-01,port981,iron_ore,656798,1,2026-05-18T11:13:37Z
2021-01-02,port276,iron_ore,519589,1,2026-05-18T11:13:37Z
2021-01-02,port955,iron_ore,1217540,2,2026-05-18T11:13:37Z
2021-01-02,port981,iron_ore,334417,1,2026-05-18T11:13:37Z
2021-01-03,port276,iron_ore,1202647,3,2026-05-18T11:13:37Z
2021-01-03,port955,iron_ore,4755222,6,2026-05-18T11:13:37Z
2021-01-03,port981,iron_ore,2089128,3,2026-05-18T11:13:37Z
2021-01-04,port276,iron_ore,203795,1,2026-05-18T11:13:37Z
2021-01-04,port955,iron_ore,1116533,2,2026-05-18T11:13:37Z
2021-01-04,port981,iron_ore,522408,1,2026-05-18T11:13:37Z
2021-01-05,port276,iron_ore,430053,2,2026-05-18T11:13:37Z
2021-01-05,port955,iron_ore,1642972,2,2026-05-18T11:13:37Z
2021-01-05,port981,iron_ore,375097,1,2026-05-18T11:13:37Z
2021-01-06,port276,iron_ore,158424,1,2026-05-18T11:13:37Z
2021-01-06,port955,iron_ore,585943,2,2026-05-18T11:13:37Z
2021-01-06,port981,iron_ore,894268,1,2026-05-18T11:13:37Z
2021-01-07,port276,iron_ore,342539,1,2026-05-18T11:13:37Z
2021-01-07,port955,iron_ore,1740211,3,2026-05-18T11:13:37Z
2021-01-07,port981,iron_ore,747988,1,2026-05-18T11:13:37Z
2021-01-08,port276,iron_ore,176590,1,2026-05-18T11:13:37Z
2021-01-08,port955,iron_ore,1847902,2,2026-05-18T11:13:37Z
2021-01-08,port981,iron_ore,342305,1,2026-05-18T11:13:37Z
2021-01-09,port276,iron_ore,375833,1,2026-05-18T11:13:37Z
2021-01-09,port955,iron_ore,1294671,2,2026-05-18T11:13:37Z
2021-01-09,port981,iron_ore,341668,1,2026-05-18T11:13:37Z
2021-01-10,port276,iron_ore,345760,1,2026-05-18T11:13:37Z
2021-01-10,port955,iron_ore,1507500,2,2026-05-18T11:13:37Z
2021-01-10,port981,iron_ore,609295,1,2026-05-18T11:13:37Z
2021-01-11,port276,iron_ore,515260,1,2026-05-18T11:13:37Z
2021-01-11,port955,iron_ore,1498733,2,2026-05-18T11:13:37Z
2021-01-11,port981,iron_ore,444889,1,2026-05-18T11:13:37Z
2021-01-12,port276,iron_ore,546174,1,2026-05-18T11:13:37Z
2021-01-12,port955,iron_ore,1337440,2,2026-05-18T11:13:37Z
2021-01-12,port981,iron_ore,559794,1,2026-05-18T11:13:37Z
2021-01-13,port276,iron_ore,371973,1,2026-05-18T11:13:37Z
2021-01-13,port955,iron_ore,1056307,2,2026-05-18T11:13:37Z
2021-01-13,port981,iron_ore,242528,1,2026-05-18T11:13:37Z
2021-01-14,port276,iron_ore,171174,1,2026-05-18T11:13:37Z
2021-01-14,port955,iron_ore,1530242,2,2026-05-18T11:13:37Z
2021-01-14,port981,iron_ore,241514,1,2026-05-18T11:13:37Z
2021-01-15,port276,iron_ore,512722,1,2026-05-18T11:13:37Z
2021-01-15,port955,iron_ore,1383419,2,2026-05-18T11:13:37Z
2021-01-15,port981,iron_ore,347109,1,2026-05-18T11:13:37Z
2021-01-16,port276,iron_ore,359829,2,2026-05-18T11:13:37Z
2021-01-16,port955,iron_ore,1652627,2,2026-05-18T11:13:37Z
2021-01-16,port981,iron_ore,599018,1,2026-05-18T11:13:37Z
2021-01-17,port276,iron_ore,174711,1,2026-05-18T11:13:37Z
2021-01-17,port955,iron_ore,1391675,2,2026-05-18T11:13:37Z
2021-01-17,port981,iron_ore,341827,1,2026-05-18T11:13:37Z
2021-01-18,port276,iron_ore,341633,1,2026-05-18T11:13:37Z
2021-01-18,port955,iron_ore,1569518,2,2026-05-18T11:13:37Z
2021-01-18,port981,iron_ore,263946,1,2026-05-18T11:13:37Z
2021-01-19,port276,iron_ore,425014,1,2026-05-18T11:13:37Z
2021-01-19,port955,iron_ore,1148520,2,2026-05-18T11:13:37Z
2021-01-19,port981,iron_ore,163506,1,2026-05-18T11:13:37Z
2021-01-20,port276,iron_ore,170266,1,2026-05-18T11:13:37Z
2021-01-20,port955,iron_ore,262336,1,2026-05-18T11:13:37Z
2021-01-21,port276,iron_ore,345869,1,2026-05-18T11:13:37Z
2021-01-22,port276,iron_ore,326247,1,2026-05-18T11:13:37Z
2021-01-22,port955,iron_ore,2239864,3,2026-05-18T11:13:37Z
2021-01-22,port981,iron_ore,233857,1,2026-05-18T11:13:37Z
2021-01-23,port276,iron_ore,696094,1,2026-05-18T11:13:37Z
2021-01-23,port955,iron_ore,601604,1,2026-05-18T11:13:37Z
2021-01-23,port981,iron_ore,665478,2,2026-05-18T11:13:37Z
2021-01-24,port276,iron_ore,204169,1,2026-05-18T11:13:37Z
2021-01-24,port955,iron_ore,1692223,3,2026-05-18T11:13:37Z
2021-01-24,port981,iron_ore,594955,1,2026-05-18T11:13:37Z
2021-01-25,port276,iron_ore,353082,1,2026-05-18T11:13:37Z
2021-01-25,port955,iron_ore,1345522,2,2026-05-18T11:13:37Z
2021-01-25,port981,iron_ore,545065,1,2026-05-18T11:13:37Z
2021-01-26,port276,iron_ore,175684,1,2026-05-18T11:13:37Z
2021-01-26,port955,iron_ore,1487089,2,2026-05-18T11:13:37Z
2021-01-26,port981,iron_ore,682352,1,2026-05-18T11:13:37Z
2021-01-27,port955,iron_ore,1534199,2,2026-05-18T11:13:37Z
2021-01-27,port981,iron_ore,549866,1,2026-05-18T11:13:37Z
2021-01-28,port276,iron_ore,572917,1,2026-05-18T11:13:37Z
2021-01-28,port955,iron_ore,1035696,2,2026-05-18T11:13:37Z
2021-01-28,port981,iron_ore,348415,1,2026-05-18T11:13:37Z
2021-01-29,port276,iron_ore,171459,1,2026-05-18T11:13:37Z
2021-01-29,port955,iron_ore,1255500,2,2026-05-18T11:13:37Z
2021-01-29,port981,iron_ore,246589,1,2026-05-18T11:13:37Z
2021-02-01,port955,iron_ore,972318,2,2026-05-18T11:13:37Z
2021-02-02,port276,iron_ore,767316,2,2026-05-18T11:13:37Z
2021-02-02,port955,iron_ore,1767232,3,2026-05-18T11:13:37Z
2021-02-02,port981,iron_ore,241978,1,2026-05-18T11:13:37Z
2021-02-03,port276,iron_ore,221135,1,2026-05-18T11:13:37Z
2021-02-03,port955,iron_ore,1249548,2,2026-05-18T11:13:37Z
2021-02-03,port981,iron_ore,696236,1,2026-05-18T11:13:37Z
2021-02-04,port276,iron_ore,499674,1,2026-05-18T11:13:37Z
2021-02-04,port955,iron_ore,1663692,3,2026-05-18T11:13:37Z
2021-02-04,port981,iron_ore,544773,1,2026-05-18T11:13:37Z
2021-02-05,port276,iron_ore,415875,1,2026-05-18T11:13:37Z
2021-02-05,port955,iron_ore,1262612,2,2026-05-18T11:13:37Z
2021-02-05,port981,iron_ore,579429,1,2026-05-18T11:13:37Z
2021-02-06,port276,iron_ore,509006,2,2026-05-18T11:13:37Z
2021-02-06,port955,iron_ore,2010798,3,2026-05-18T11:13:37Z
2021-02-06,port981,iron_ore,365509,1,2026-05-18T11:13:37Z
2021-02-07,port276,iron_ore,490179,1,2026-05-18T11:13:37Z
2021-02-07,port955,iron_ore,1304923,2,2026-05-18T11:13:37Z
2021-02-07,port981,iron_ore,598580,1,2026-05-18T11:13:37Z
2021-02-08,port276,iron_ore,89654,1,2026-05-18T11:13:37Z
2021-02-08,port955,iron_ore,1634610,2,2026-05-18T11:13:37Z
2021-02-08,port981,iron_ore,745668,1,2026-05-18T11:13:37Z
2021-02-09,port276,iron_ore,391686,1,2026-05-18T11:13:37Z
2021-02-09,port955,iron_ore,1203166,2,2026-05-18T11:13:37Z
2021-02-09,port981,iron_ore,394669,1,2026-05-18T11:13:37Z
2021-02-10,port276,iron_ore,215368,1,2026-05-18T11:13:37Z
2021-02-10,port955,iron_ore,1377019,2,2026-05-18T11:13:37Z
2021-02-10,port981,iron_ore,539313,1,2026-05-18T11:13:37Z
2021-02-11,port276,iron_ore,325818,1,2026-05-18T11:13:37Z
2021-02-11,port955,iron_ore,1589550,2,2026-05-18T11:13:37Z
2021-02-11,port981,iron_ore,886074,1,2026-05-18T11:13:37Z
2021-02-12,port276,iron_ore,281132,1,2026-05-18T11:13:37Z
2021-02-12,port955,iron_ore,1783336,2,2026-05-18T11:13:37Z
2021-02-12,port981,iron_ore,616270,1,2026-05-18T11:13:37Z
2021-02-13,port276,iron_ore,404859,1,2026-05-18T11:13:37Z
2021-02-13,port955,iron_ore,1520845,2,2026-05-18T11:13:37Z
2021-02-13,port981,iron_ore,691667,1,2026-05-18T11:13:37Z
2021-02-14,port276,iron_ore,578666,1,2026-05-18T11:13:37Z
2021-02-14,port955,iron_ore,1497390,2,2026-05-18T11:13:37Z
2021-02-14,port981,iron_ore,550936,1,2026-05-18T11:13:37Z
2021-02-15,port276,iron_ore,504917,1,2026-05-18T11:13:37Z
2021-02-15,port955,iron_ore,1077553,1,2026-05-18T11:13:37Z
2021-02-15,port981,iron_ore,373264,1,2026-05-18T11:13:37Z
2021-02-16,port276,iron_ore,512124,2,2026-05-18T11:13:37Z
2021-02-16,port955,iron_ore,1436325,2,2026-05-18T11:13:37Z
2021-02-16,port981,iron_ore,708401,1,2026-05-18T11:13:37Z
2021-02-17,port276,iron_ore,340025,1,2026-05-18T11:13:37Z
2021-02-17,port955,iron_ore,885510,2,2026-05-18T11:13:37Z
2021-02-17,port981,iron_ore,524137,1,2026-05-18T11:13:37Z
2021-02-18,port276,iron_ore,359602,1,2026-05-18T11:13:37Z
2021-02-18,port955,iron_ore,1476601,2,2026-05-18T11:13:37Z
2021-02-18,port981,iron_ore,497294,1,2026-05-18T11:13:37Z
2021-02-19,port276,iron_ore,358085,2,2026-05-18T11:13:37Z
2021-02-19,port955,iron_ore,1163730,2,2026-05-18T11:13:37Z
2021-02-19,port981,iron_ore,606542,1,2026-05-18T11:13:37Z
2021-02-20,port276,iron_ore,383461,1,2026-05-18T11:13:37Z
2021-02-20,port955,iron_ore,575797,1,2026-05-18T11:13:37Z
2021-02-20,port981,iron_ore,732032,1,2026-05-18T11:13:37Z
2021-02-21,port276,iron_ore,504415,1,2026-05-18T11:13:37Z
2021-02-21,port955,iron_ore,1572283,2,2026-05-18T11:13:37Z
2021-02-21,port981,iron_ore,407093,1,2026-05-18T11:13:37Z
2021-02-22,port276,iron_ore,500400,2,2026-05-18T11:13:37Z
2021-02-22,port955,iron_ore,894319,2,2026-05-18T11:13:37Z
2021-02-22,port981,iron_ore,412264,1,2026-05-18T11:13:37Z
2021-02-23,port276,iron_ore,504120,1,2026-05-18T11:13:37Z
2021-02-23,port955,iron_ore,1571441,2,2026-05-18T11:13:37Z
2021-02-23,port981,iron_ore,339979,1,2026-05-18T11:13:37Z
2021-02-24,port276,iron_ore,592061,1,2026-05-18T11:13:37Z
2021-02-24,port955,iron_ore,1193372,2,2026-05-18T11:13:37Z
2021-02-24,port981,iron_ore,542224,1,2026-05-18T11:13:37Z
2021-02-25,port276,iron_ore,344029,1,2026-05-18T11:13:37Z
2021-02-25,port955,iron_ore,1694689,3,2026-05-18T11:13:37Z
2021-02-25,port981,iron_ore,529056,1,2026-05-18T11:13:37Z
2021-02-26,port276,iron_ore,194812,1,2026-05-18T11:13:37Z
2021-02-26,port955,iron_ore,1001499,2,2026-05-18T11:13:37Z
2021-02-26,port981,iron_ore,573304,1,2026-05-18T11:13:37Z
2021-02-27,port276,iron_ore,556222,1,2026-05-18T11:13:37Z
2021-02-27,port955,iron_ore,1514000,2,2026-05-18T11:13:37Z
2021-02-27,port981,iron_ore,433059,1,2026-05-18T11:13:37Z
2021-02-28,port276,iron_ore,528154,1,2026-05-18T11:13:37Z
2021-02-28,port955,iron_ore,1723894,2,2026-05-18T11:13:37Z
2021-02-28,port981,iron_ore,163506,1,2026-05-18T11:13:37Z
2021-03-01,port276,iron_ore,169453,1,2026-05-18T11:13:37Z
2021-03-01,port955,iron_ore,1409231,2,2026-05-18T11:13:37Z
2021-03-02,port955,iron_ore,1475429,2,2026-05-18T11:13:37Z
2021-03-03,port276,iron_ore,709647,2,2026-05-18T11:13:37Z
2021-03-03,port955,iron_ore,1075941,2,2026-05-18T11:13:37Z
2021-03-03,port981,iron_ore,742016,1,2026-05-18T11:13:37Z
2021-03-04,port276,iron_ore,170428,1,2026-05-18T11:13:37Z
2021-03-04,port955,iron_ore,1337731,2,2026-05-18T11:13:37Z
2021-03-04,port981,iron_ore,361263,1,2026-05-18T11:13:37Z
2021-03-05,port276,iron_ore,351053,1,2026-05-18T11:13:37Z
2021-03-05,port955,iron_ore,1880118,3,2026-05-18T11:13:37Z
2021-03-05,port981,iron_ore,473407,1,2026-05-18T11:13:37Z
2021-03-06,port276,iron_ore,325249,1,2026-05-18T11:13:37Z
2021-03-06,port955,iron_ore,1011175,2,2026-05-18T11:13:37Z
2021-03-06,port981,iron_ore,341051,1,2026-05-18T11:13:37Z
2021-03-07,port276,iron_ore,170978,1,2026-05-18T11:13:37Z
2021-03-07,port955,iron_ore,1541492,3,2026-05-18T11:13:37Z
2021-03-07,port981,iron_ore,549941,1,2026-05-18T11:13:37Z
2021-03-08,port276,iron_ore,254059,1,2026-05-18T11:13:37Z
2021-03-08,port955,iron_ore,1339675,2,2026-05-18T11:13:37Z
2021-03-08,port981,iron_ore,241018,1,2026-05-18T11:13:37Z
2021-03-09,port276,iron_ore,323061,1,2026-05-18T11:13:37Z
2021-03-09,port955,iron_ore,1569019,2,2026-05-18T11:13:37Z
2021-03-09,port981,iron_ore,653021,1,2026-05-18T11:13:37Z
2021-03-10,port276,iron_ore,346247,1,2026-05-18T11:13:37Z
2021-03-10,port955,iron_ore,1216538,2,2026-05-18T11:13:37Z
2021-03-10,port981,iron_ore,1040878,1,2026-05-18T11:13:37Z
2021-03-11,port276,iron_ore,350500,1,2026-05-18T11:13:37Z
2021-03-11,port955,iron_ore,1582759,2,2026-05-18T11:13:37Z
2021-03-11,port981,iron_ore,174571,1,2026-05-18T11:13:37Z
2021-03-12,port276,iron_ore,516384,1,2026-05-18T11:13:37Z
2021-03-12,port955,iron_ore,1600505,2,2026-05-18T11:13:37Z
2021-03-12,port981,iron_ore,762344,1,2026-05-18T11:13:37Z
2021-03-13,port276,iron_ore,534417,2,2026-05-18T11:13:37Z
2021-03-13,port955,iron_ore,1673529,2,2026-05-18T11:13:37Z
2021-03-13,port981,iron_ore,657124,1,2026-05-18T11:13:37Z
2021-03-14,port276,iron_ore,519277,1,2026-05-18T11:13:37Z
2021-03-14,port955,iron_ore,1610872,2,2026-05-18T11:13:37Z
2021-03-14,port981,iron_ore,498427,1,2026-05-18T11:13:37Z
2021-03-15,port276,iron_ore,373975,1,2026-05-18T11:13:37Z
2021-03-15,port955,iron_ore,1415705,2,2026-05-18T11:13:37Z
2021-03-15,port981,iron_ore,551287,1,2026-05-18T11:13:37Z
2021-03-16,port276,iron_ore,344963,1,2026-05-18T11:13:37Z
2021-03-16,port955,iron_ore,1435960,2,2026-05-18T11:13:37Z
2021-03-16,port981,iron_ore,412242,1,2026-05-18T11:13:37Z
2021-03-17,port276,iron_ore,479418,1,2026-05-18T11:13:37Z
2021-03-17,port955,iron_ore,1094281,2,2026-05-18T11:13:37Z
2021-03-17,port981,iron_ore,456036,1,2026-05-18T11:13:37Z
2021-03-18,port276,iron_ore,81194,1,2026-05-18T11:13:37Z
2021-03-18,port955,iron_ore,1349894,2,2026-05-18T11:13:37Z
2021-03-18,port981,iron_ore,547655,1,2026-05-18T11:13:37Z
2021-03-19,port276,iron_ore,402298,2,2026-05-18T11:13:37Z
2021-03-19,port955,iron_ore,1210242,2,2026-05-18T11:13:37Z
2021-03-19,port981,iron_ore,346288,1,2026-05-18T11:13:37Z
2021-03-20,port276,iron_ore,332796,1,2026-05-18T11:13:37Z
2021-03-20,port955,iron_ore,1265202,2,2026-05-18T11:13:37Z
2021-03-20,port981,iron_ore,402997,1,2026-05-18T11:13:37Z
2021-03-21,port276,iron_ore,319878,1,2026-05-18T11:13:37Z
2021-03-21,port955,iron_ore,1637622,2,2026-05-18T11:13:37Z
2021-03-21,port981,iron_ore,326468,1,2026-05-18T11:13:37Z
2021-03-22,port276,iron_ore,552574,1,2026-05-18T11:13:37Z
2021-03-22,port955,iron_ore,1668209,2,2026-05-18T11:13:37Z
2021-03-22,port981,iron_ore,673691,1,2026-05-18T11:13:37Z
2021-03-23,port276,iron_ore,379237,1,2026-05-18T11:13:37Z
2021-03-23,port955,iron_ore,1476026,2,2026-05-18T11:13:37Z
2021-03-23,port981,iron_ore,786616,1,2026-05-18T11:13:37Z
2021-03-24,port276,iron_ore,359994,1,2026-05-18T11:13:37Z
2021-03-24,port955,iron_ore,1535868,2,2026-05-18T11:13:37Z
2021-03-24,port981,iron_ore,183097,1,2026-05-18T11:13:37Z
2021-03-25,port276,iron_ore,334902,1,2026-05-18T11:13:37Z
2021-03-25,port955,iron_ore,1988491,3,2026-05-18T11:13:37Z
2021-03-25,port981,iron_ore,747330,1,2026-05-18T11:13:37Z
2021-03-26,port276,iron_ore,521491,1,2026-05-18T11:13:37Z
2021-03-26,port955,iron_ore,932138,2,2026-05-18T11:13:37Z
2021-03-26,port981,iron_ore,357225,1,2026-05-18T11:13:37Z
2021-03-27,port276,iron_ore,521156,1,2026-05-18T11:13:37Z
2021-03-27,port955,iron_ore,1872476,3,2026-05-18T11:13:37Z
2021-03-27,port981,iron_ore,649774,1,2026-05-18T11:13:37Z
2021-03-28,port276,iron_ore,174434,1,2026-05-18T11:13:37Z
2021-03-28,port955,iron_ore,1643618,2,2026-05-18T11:13:37Z
2021-03-28,port981,iron_ore,546263,1,2026-05-18T11:13:37Z
2021-03-29,port276,iron_ore,297283,1,2026-05-18T11:13:37Z
2021-03-29,port955,iron_ore,1645718,2,2026-05-18T11:13:37Z
2021-03-29,port981,iron_ore,615539,1,2026-05-18T11:13:37Z
2021-03-30,port276,iron_ore,686624,2,2026-05-18T11:13:37Z
2021-03-30,port955,iron_ore,1178162,2,2026-05-18T11:13:37Z
2021-03-30,port981,iron_ore,315960,1,2026-05-18T11:13:37Z
2021-03-31,port276,iron_ore,347205,1,2026-05-18T11:13:37Z
2021-03-31,port955,iron_ore,1303102,2,2026-05-18T11:13:37Z
2021-03-31,port981,iron_ore,587177,1,2026-05-18T11:13:37Z
2021-04-01,port276,iron_ore,373270,1,2026-05-18T11:13:37Z
2021-04-01,port955,iron_ore,1800704,2,2026-05-18T11:13:37Z
2021-04-01,port981,iron_ore,345808,1,2026-05-18T11:13:37Z
2021-04-02,port276,iron_ore,344259,1,2026-05-18T11:13:37Z
2021-04-02,port955,iron_ore,1494085,2,2026-05-18T11:13:37Z
2021-04-02,port981,iron_ore,632852,1,2026-05-18T11:13:37Z
2021-04-03,port276,iron_ore,369261,1,2026-05-18T11:13:37Z
2021-04-03,port955,iron_ore,1597828,2,2026-05-18T11:13:37Z
2021-04-03,port981,iron_ore,512422,1,2026-05-18T11:13:37Z
2021-04-04,port276,iron_ore,165200,1,2026-05-18T11:13:37Z
2021-04-04,port955,iron_ore,1580687,2,2026-05-18T11:13:37Z
2021-04-04,port981,iron_ore,261127,1,2026-05-18T11:13:37Z
2021-04-05,port276,iron_ore,396907,2,2026-05-18T11:13:37Z
2021-04-05,port955,iron_ore,1133081,2,2026-05-18T11:13:37Z
2021-04-06,port276,iron_ore,514173,1,2026-05-18T11:13:37Z
2021-04-06,port955,iron_ore,1694474,3,2026-05-18T11:13:37Z
2021-04-07,port955,iron_ore,1458592,2,2026-05-18T11:13:37Z
2021-04-08,port955,iron_ore,1553022,2,2026-05-18T11:13:37Z
2021-04-09,port955,iron_ore,1463478,2,2026-05-18T11:13:37Z
2021-04-10,port276,iron_ore,522973,1,2026-05-18T11:13:37Z
2021-04-10,port955,iron_ore,1141659,2,2026-05-18T11:13:37Z
2021-04-11,port276,iron_ore,646855,2,2026-05-18T11:13:37Z
2021-04-11,port955,iron_ore,1802257,2,2026-05-18T11:13:37Z
2021-04-11,port981,iron_ore,925699,1,2026-05-18T11:13:37Z
2021-04-12,port276,iron_ore,498378,2,2026-05-18T11:13:37Z
2021-04-12,port955,iron_ore,1057651,2,2026-05-18T11:13:37Z
2021-04-12,port981,iron_ore,328782,1,2026-05-18T11:13:37Z
2021-04-13,port276,iron_ore,377586,1,2026-05-18T11:13:37Z
2021-04-13,port955,iron_ore,1428647,2,2026-05-18T11:13:37Z
2021-04-13,port981,iron_ore,417700,1,2026-05-18T11:13:37Z
2021-04-14,port276,iron_ore,349448,1,2026-05-18T11:13:37Z
2021-04-14,port955,iron_ore,1575679,2,2026-05-18T11:13:37Z
2021-04-14,port981,iron_ore,411906,1,2026-05-18T11:13:37Z
2021-04-15,port276,iron_ore,347840,1,2026-05-18T11:13:37Z
2021-04-15,port955,iron_ore,1658723,2,2026-05-18T11:13:37Z
2021-04-15,port981,iron_ore,218653,1,2026-05-18T11:13:37Z
2021-04-16,port276,iron_ore,521153,1,2026-05-18T11:13:37Z
2021-04-16,port955,iron_ore,1173036,2,2026-05-18T11:13:37Z
2021-04-16,port981,iron_ore,807320,1,2026-05-18T11:13:37Z
2021-04-17,port276,iron_ore,470118,1,2026-05-18T11:13:37Z
2021-04-17,port955,iron_ore,1750277,2,2026-05-18T11:13:37Z
2021-04-17,port981,iron_ore,355990,1,2026-05-18T11:13:37Z
2021-04-18,port276,iron_ore,340963,1,2026-05-18T11:13:37Z
2021-04-18,port955,iron_ore,1215603,2,2026-05-18T11:13:37Z
2021-04-18,port981,iron_ore,516372,1,2026-05-18T11:13:37Z
2021-04-19,port276,iron_ore,367284,1,2026-05-18T11:13:37Z
2021-04-19,port955,iron_ore,1492957,2,2026-05-18T11:13:37Z
2021-04-19,port981,iron_ore,355983,1,2026-05-18T11:13:37Z
2021-04-20,port276,iron_ore,408994,1,2026-05-18T11:13:37Z
2021-04-20,port955,iron_ore,1542505,2,2026-05-18T11:13:37Z
2021-04-20,port981,iron_ore,261469,1,2026-05-18T11:13:37Z
2021-04-21,port276,iron_ore,314420,1,2026-05-18T11:13:37Z
2021-04-21,port955,iron_ore,1396361,2,2026-05-18T11:13:37Z
2021-04-21,port981,iron_ore,497860,1,2026-05-18T11:13:37Z
2021-04-22,port276,iron_ore,681679,1,2026-05-18T11:13:37Z
2021-04-22,port955,iron_ore,1430838,2,2026-05-18T11:13:37Z
2021-04-22,port981,iron_ore,172550,1,2026-05-18T11:13:37Z
2021-04-23,port276,iron_ore,407751,1,2026-05-18T11:13:37Z
2021-04-23,port955,iron_ore,1616675,3,2026-05-18T11:13:37Z
2021-04-23,port981,iron_ore,887258,1,2026-05-18T11:13:37Z
2021-04-24,port276,iron_ore,151778,1,2026-05-18T11:13:37Z
2021-04-24,port955,iron_ore,1368606,2,2026-05-18T11:13:37Z
2021-04-24,port981,iron_ore,520654,1,2026-05-18T11:13:37Z
2021-04-25,port276,iron_ore,350925,1,2026-05-18T11:13:37Z
2021-04-25,port955,iron_ore,1771338,2,2026-05-18T11:13:37Z
2021-04-25,port981,iron_ore,399156,1,2026-05-18T11:13:37Z
2021-04-26,port276,iron_ore,364098,1,2026-05-18T11:13:37Z
2021-04-26,port955,iron_ore,1469562,2,2026-05-18T11:13:37Z
2021-04-26,port981,iron_ore,554498,1,2026-05-18T11:13:37Z
2021-04-27,port276,iron_ore,343546,1,2026-05-18T11:13:37Z
2021-04-27,port955,iron_ore,1206987,2,2026-05-18T11:13:37Z
2021-04-27,port981,iron_ore,580295,1,2026-05-18T11:13:37Z
2021-04-28,port276,iron_ore,174593,1,2026-05-18T11:13:37Z
2021-04-28,port955,iron_ore,1540824,2,2026-05-18T11:13:37Z
2021-04-28,port981,iron_ore,621483,1,2026-05-18T11:13:37Z
2021-04-29,port276,iron_ore,350975,1,2026-05-18T11:13:37Z
2021-04-29,port955,iron_ore,1126063,2,2026-05-18T11:13:37Z
2021-04-29,port981,iron_ore,756784,1,2026-05-18T11:13:37Z
2021-04-30,port276,iron_ore,263755,1,2026-05-18T11:13:37Z
2021-04-30,port955,iron_ore,989558,2,2026-05-18T11:13:37Z
2021-04-30,port981,iron_ore,551642,1,2026-05-18T11:13:37Z
2021-05-01,port276,iron_ore,519435,1,2026-05-18T11:13:37Z
2021-05-01,port955,iron_ore,1127570,2,2026-05-18T11:13:37Z
2021-05-01,port981,iron_ore,739121,1,2026-05-18T11:13:37Z
2021-05-02,port276,iron_ore,549281,2,2026-05-18T11:13:37Z
2021-05-02,port955,iron_ore,2061094,3,2026-05-18T11:13:37Z
2021-05-02,port981,iron_ore,531831,1,2026-05-18T11:13:37Z
2021-05-03,port276,iron_ore,521241,1,2026-05-18T11:13:37Z
2021-05-03,port955,iron_ore,1255229,2,2026-05-18T11:13:37Z
2021-05-03,port981,iron_ore,573096,1,2026-05-18T11:13:37Z
2021-05-04,port276,iron_ore,196545,1,2026-05-18T11:13:37Z
2021-05-04,port955,iron_ore,1078135,2,2026-05-18T11:13:37Z
2021-05-04,port981,iron_ore,540140,1,2026-05-18T11:13:37Z
2021-05-05,port276,iron_ore,359745,1,2026-05-18T11:13:37Z
2021-05-05,port955,iron_ore,1451448,2,2026-05-18T11:13:37Z
2021-05-05,port981,iron_ore,405346,1,2026-05-18T11:13:37Z
2021-05-06,port276,iron_ore,585020,2,2026-05-18T11:13:37Z
2021-05-06,port955,iron_ore,1367054,2,2026-05-18T11:13:37Z
2021-05-06,port981,iron_ore,388955,1,2026-05-18T11:13:37Z
2021-05-07,port276,iron_ore,262605,1,2026-05-18T11:13:37Z
2021-05-07,port955,iron_ore,1709724,2,2026-05-18T11:13:37Z
2021-05-07,port981,iron_ore,669062,1,2026-05-18T11:13:37Z
2021-05-08,port276,iron_ore,215085,1,2026-05-18T11:13:37Z
2021-05-08,port955,iron_ore,1726456,2,2026-05-18T11:13:37Z
2021-05-08,port981,iron_ore,174106,1,2026-05-18T11:13:37Z
2021-05-09,port276,iron_ore,201593,1,2026-05-18T11:13:37Z
2021-05-09,port955,iron_ore,1741770,3,2026-05-18T11:13:37Z
2021-05-10,port276,iron_ore,177823,1,2026-05-18T11:13:37Z
2021-05-10,port955,iron_ore,1482428,2,2026-05-18T11:13:37Z
2021-05-10,port981,iron_ore,527994,1,2026-05-18T11:13:37Z
2021-05-11,port276,iron_ore,344793,1,2026-05-18T11:13:37Z
2021-05-11,port955,iron_ore,1531227,2,2026-05-18T11:13:37Z
2021-05-11,port981,iron_ore,675107,1,2026-05-18T11:13:37Z
2021-05-12,port276,iron_ore,267512,1,2026-05-18T11:13:37Z
2021-05-12,port955,iron_ore,1127214,2,2026-05-18T11:13:37Z
2021-05-12,port981,iron_ore,616055,1,2026-05-18T11:13:37Z
2021-05-13,port276,iron_ore,228972,1,2026-05-18T11:13:37Z
2021-05-13,port955,iron_ore,977748,2,2026-05-18T11:13:37Z
2021-05-13,port981,iron_ore,558625,1,2026-05-18T11:13:37Z
2021-05-14,port276,iron_ore,348194,1,2026-05-18T11:13:37Z
2021-05-14,port955,iron_ore,1716854,2,2026-05-18T11:13:37Z
2021-05-14,port981,iron_ore,560971,1,2026-05-18T11:13:37Z
2021-05-15,port276,iron_ore,599822,2,2026-05-18T11:13:37Z
2021-05-15,port955,iron_ore,1789177,2,2026-05-18T11:13:37Z
2021-05-15,port981,iron_ore,349054,1,2026-05-18T11:13:37Z
2021-05-16,port276,iron_ore,535492,1,2026-05-18T11:13:37Z
